"2","otherLabTestName",\N,"0","otherLabTestName","2",\N,"1288","1"
"3","result",\N,"0","result","4",\N,"1287","1"
"4","resultUnits",\N,"0","resultUnits","5",\N,"1286","1"
"5","testDate",\N,"0","testDate","3",\N,"1285","1"
"7","otherRelation",\N,"0","otherRelation","2",\N,"1293","2"
"9","treatmentRegimen",\N,"0","treatmentRegimen","1",\N,"1229","3"
"10","startDate",\N,"0","startDate","1",\N,"1240","4"
"11","endDate",\N,"0","endDate","2",\N,"1239","4"
"12","durationInDays",\N,"0","durationInDays","3",\N,"1238","4"
"14","otherAgent",\N,"0","otherAgent","2",\N,"1269","5"
"15","dose",\N,"0","dose","3",\N,"1268","5"
"16","doseUnits",\N,"0","doseUnits","4",\N,"1267","5"
"17","Date Interval or Duration",\N,"0","Date Interval or Duration","5",\N,"1266","5"
"21","otherAgent",\N,"0","otherAgent","2",\N,"1234","8"
"22","yearsAgentFree",\N,"0","yearsAgentFree","3",\N,"1233","8"
"23","Date Interval or Duration",\N,"0","Date Interval or Duration","4",\N,"1232","8"
"24","packsPerDay",\N,"0","packsPerDay","1",\N,"1299","9"
"25","drinksPerWeek",\N,"0","drinksPerWeek","1",\N,"1243","10"
"27","otherProcedure",\N,"0","otherProcedure","2",\N,"1252","11"
"28","dateOfExamination",\N,"0","dateOfExamination","3",\N,"1251","11"
"30","otherClinicalDiagnosis",\N,"0","otherClinicalDiagnosis","2",\N,"1256","12"
"32","otherTissueSite",\N,"0","otherTissueSite","2",\N,"1281","13"
"33","otherHistologic Type",\N,"0","otherHistologicType","1",\N,"1338","17"
"35","Histologic Variant Type",\N,"0","Histologic Variant Type","2",\N,"1334","18"
"40","otherGradingSystemName",\N,"0","otherGradingSystemName","2",\N,"1347","20"
"41","grade",\N,"0","grade","3",\N,"1346","20"
"43","Histologic Type",\N,"0","Histologic Type","2",\N,"1330","21"
"44","Invasion",\N,"0","Invasion","5",\N,"1329","21"
"45","Histologic Grade",\N,"0","Histologic Grade","4",\N,"1328","21"
"50","depthOfInvasion",\N,"0","depthOfInvasion","3",\N,"1355","24"
"51","depthOfInvasionCannotBeDetermined",\N,"0","depthOfInvasionCannotBeDetermined","2",\N,"1354","24"
"55","proportionOrPercentOfProstaticTissueInvolvedByTumor",\N,"0","proportionOrPercentOfProstaticTissueInvolvedByTumor","1",\N,"1380","26"
"57","mitoticCountIfOtherGradingSystemUsed",\N,"0","mitoticCountIfOtherGradingSystemUsed","1",\N,"1368","29"
"59","labTestName",\N,"0",\N,"1",\N,"1289","1"
"60","relation",\N,"0",\N,"1",\N,"1294","2"
"61","lymphaticInvasion",\N,"0",\N,"3",\N,"1343","19"
"62","venousInvasion",\N,"0",\N,"2",\N,"1342","19"
"63","perineuralInvasion",\N,"0",\N,"1",\N,"1341","19"
"64","gradingSystemName",\N,"0",\N,"1",\N,"1348","20"
"65","Details",\N,"0",\N,"2",\N,"1402","30"
"66","pathologicFinding",\N,"0",\N,"1",\N,"1403","30"
"67","details",\N,"0",\N,"1",\N,"1406","31"
"68","type",\N,"0",\N,"1",\N,"1335","18"
"69","Additional Finding",\N,"0",\N,"3",\N,"1399","21"
"70","comments",\N,"0",\N,"1",\N,"1331","21"
"71","agent",\N,"0",\N,"1",\N,"1270","5"
"72","intratumoralPeritumoralLymphocyticResponse",\N,"0",\N,"2",\N,"1361","22"
"73","tumorBorderConfiguration",\N,"0",\N,"1",\N,"1362","22"
"74","mitoticIndex",\N,"0",\N,"6",\N,"1351","24"
"75","tumorRegression",\N,"0",\N,"5",\N,"1352","24"
"76","tumorInfiltratingLymphocytes",\N,"0",\N,"4",\N,"1353","24"
"77","ulceration",\N,"0",\N,"1",\N,"1356","24"
"78","tertiaryPatternScore",\N,"0",\N,"3",\N,"1410","32"
"79","secondaryPatternScore",\N,"0",\N,"2",\N,"1411","32"
"80","primaryPatternScore",\N,"0",\N,"1",\N,"1412","32"
"81","Gleason Score",\N,"0",\N,"2",\N,"1407","26"
"82","totalNottinghamScore",\N,"0",\N,"4",\N,"1416","33"
"83","mitoticCountScore",\N,"0",\N,"3",\N,"1417","33"
"84","nuclearPleomorphismScore",\N,"0",\N,"2",\N,"1418","33"
"85","tubuleFormationScore",\N,"0",\N,"1",\N,"1419","33"
"86","Nottingham Histologic Score",\N,"0",\N,"2",\N,"1413","29"
"87","ageAtDiagnosis",\N,"0",\N,"3",\N,"1423","34"
"88","otherClinicalDiagnosis",\N,"0",\N,"2",\N,"1424","34"
"89","clinicalDiagnosis",\N,"0",\N,"1",\N,"1425","34"
"90","General Health Diagnosis",\N,"0",\N,"3",\N,"1420","2"
"91","cycle",\N,"0",\N,"1",\N,"1431","35"
"92","Radiation Therapy",\N,"0",\N,"3",\N,"1429","35"
"93","Chemotherapy",\N,"0",\N,"2",\N,"1430","35"
"94","Treatment Order",\N,"0",\N,"2",\N,"1426","3"
"95","agent",\N,"0",\N,"1",\N,"1235","8"
"96","nameOfProcedure",\N,"0",\N,"1",\N,"1253","11"
"97","clinicalDiagnosis",\N,"0",\N,"1",\N,"1257","12"
"98","tissueSite",\N,"0",\N,"1",\N,"1282","13"
"99","otherHistologicType",\N,"0","otherHistologicType","1",\N,"1453","38"
"101","Histologic Variant Type",\N,"0","Histologic Variant Type","2",\N,"1449","39"
"102","detail",\N,"0","detail","1",\N,"1460","40"
"104","Details",\N,"0","Details","2",\N,"1456","41"
"106","otherSpecimenProcedure",\N,"0","otherSpecimenProcedure","2",\N,"1445","42"
"108","Histologic Type",\N,"0","Histologic Type","3",\N,"1443","42"
"109","Additional Finding",\N,"0","Additional Finding","4",\N,"1442","42"
"110","methodUsed",\N,"0","methodUsed","3",\N,"1588","43"
"111","result",\N,"0","result","2",\N,"1587","43"
"112","status",\N,"0","status","1",\N,"1586","43"
"113","status",\N,"0","status","2",\N,"1592","44"
"114","result",\N,"0","result","1",\N,"1591","44"
"116","otherBiopsyOrAspirateSite",\N,"0","otherBiopsyOrAspirateSite","2",\N,"1582","45"
"118","Immunophenotyping",\N,"0","Immunophenotyping","5",\N,"1580","45"
"119","Cytogenetics",\N,"0","Cytogenetics","4",\N,"1579","45"
"123","cannotBeDetermined",\N,"0","CannotBeDetermined","4",\N,"1478","47"
"124","additionalDimensionOne(cm)",\N,"0","additionalDimensionOne(cm)","2",\N,"1477","47"
"125","additionalDimensionTwo(cm)",\N,"0","additionalDimensionTwo(cm)","3",\N,"1476","47"
"126","greatestDimension(cm)",\N,"0","greatestDimension(cm)","1",\N,"1475","47"
"128","otherGradingSystemName",\N,"0","otherGradingSystemName","2",\N,"1482","48"
"129","grade",\N,"0","grade","3",\N,"1481","48"
"131","numberExamined",\N,"0","numberExamined","2",\N,"1495","49"
"132","numberInvolved",\N,"0","numberInvolved","3",\N,"1494","49"
"133","numberPositiveMacroscopically",\N,"0","numberPositiveMacroscopically","4",\N,"1493","49"
"134","numberPositiveMicroscopically",\N,"0","numberPositiveMicroscopically","5",\N,"1492","49"
"137","otherTissueSite",\N,"0","otherTissueSite","2",\N,"1503","50"
"139","Metastasis Tissue Site",\N,"0","Metastasis Tissue Site","2",\N,"1499","51"
"141","Regional Lymph Node",\N,"0","Regional Lymph Node","2",\N,"1488","53"
"142","Distant Metastasis",\N,"0","Distant Metastasis","3",\N,"1487","53"
"143","Primary Tumor Stage",\N,"0","Primary Tumor Stage","1",\N,"1486","53"
"146","otherSite",\N,"0","otherSite","2",\N,"1511","55"
"147","Tissue Side",\N,"0","Tissue Side","3",\N,"1510","55"
"148","Invasion",\N,"0","Invasion","2",\N,"1467","56"
"149","Tumor Size",\N,"0","Tumor Size","5",\N,"1466","56"
"150","Histologic Grade",\N,"0","Histologic Grade","1",\N,"1465","56"
"151","Pathologic Staging",\N,"0","Pathologic Staging","3",\N,"1464","56"
"152","Tumor Tissue Site",\N,"0","Tumor Tissue Site","4",\N,"1463","56"
"156","proportionOrPercentOfProstaticTissueInvolvedByTumor",\N,"0","proportionOrPercentOfProstaticTissueInvolvedByTumor","1",\N,"1550","58"
"159","GleasonScore",\N,"0","GleasonScore","4",\N,"1547","58"
"160","involvedMarginLocation",\N,"0","involvedMarginLocation","2",\N,"1666","59"
"161","otherLocation",\N,"0","otherLocation","1",\N,"1665","59"
"162","marginStatus",\N,"0","marginStatus","3",\N,"1684","60"
"163","focalityOfInvolvedMargin",\N,"0","focalityOfInvolvedMargin","2",\N,"1683","60"
"164","Margin Location",\N,"0","Margin Location","1",\N,"1682","60"
