"1",\N,"LabAnnotation","1283",\N,"*","indicates required fields.",\N,\N,"1226",\N
"2",\N,"FamilyHistoryAnnotation","1290",\N,"*","indicates required fields.",\N,\N,"1226",\N
"3",\N,"TreatmentRegimen","1227",\N,"*","indicates required fields.",\N,\N,"1226",\N
"4",\N,"Duration","1236",\N,"*","indicates required fields.",\N,\N,\N,\N
"5",\N,"TreatmentAnnotation","1264",\N,"*","indicates required fields.",\N,\N,"1226",\N
"6",\N,"RadRXAnnotation","1271",\N,"*","indicates required fields.",\N,"5","1226",\N
"7",\N,"ChemoRXAnnotation","1274",\N,"*","indicates required fields.",\N,"5","1226",\N
"8",\N,"EnvironmentalExposuresHealthAnnotation","1230",\N,"*","indicates required fields.",\N,\N,"1226",\N
"9",\N,"SmokingHealthAnnotation","1297",\N,"*","indicates required fields.",\N,"8","1226",\N
"10",\N,"AlcoholHealthAnnotation","1241",\N,"*","indicates required fields.",\N,"8","1226",\N
"11",\N,"HealthExaminationAnnotation","1249",\N,"*","indicates required fields.",\N,\N,"1226",\N
"12",\N,"RecurrenceHealthExaminationAnnotation","1254",\N,"*","indicates required fields.",\N,"11","1226",\N
"13",\N,"DistantRecurrenceHealthExaminationAnnotation","1279",\N,"*","indicates required fields.",\N,"12","1226",\N
"14",\N,"LocalRecurrenceHealthExaminationAnnotation","1277",\N,"*","indicates required fields.",\N,"12","1226",\N
"15",\N,"NoEvidentDiseaseHealthAnnotation","1295",\N,"*","indicates required fields.",\N,"11","1226",\N
"16",\N,"NewDiagnosisHealthAnnotation","1300",\N,"*","indicates required fields.",\N,"11","1226",\N
"17",\N,"HistologicVariantType","1336",\N,"*","indicates required fields.",\N,\N,\N,\N
"18",\N,"HistologicType","1332",\N,"*","indicates required fields.",\N,\N,\N,\N
"19",\N,"Invasion","1339",\N,"*","indicates required fields.",\N,\N,\N,\N
"20",\N,"HistologicGrade","1344",\N,"*","indicates required fields.",\N,\N,\N,\N
"21",\N,"SpecimenBaseSolidTissuePathologyAnnotation","1325",\N,"*","indicates required fields.",\N,\N,"1317",\N
"22",\N,"ColorectalSpecimenPathologyAnnotation","1359",\N,"*","indicates required fields.",\N,"21","1317",\N
"23",\N,"PancreasSpecimenPathologyAnnotation","1375",\N,"*","indicates required fields.",\N,"21","1317",\N
"24",\N,"MelanomaSpecimenPathologyAnnotation","1349",\N,"*","indicates required fields.",\N,"21","1317",\N
"25",\N,"CNSSpecimenPathologyAnnotation","1363",\N,"*","indicates required fields.",\N,"21","1317",\N
"26",\N,"ProstateSpecimenPathologyAnnotation","1377",\N,"*","indicates required fields.",\N,"21","1317",\N
"27",\N,"KidneySpecimenPathologyAnnotation","1357",\N,"*","indicates required fields.",\N,"21","1317",\N
"28",\N,"LungSpecimenPathologyAnnotation","1386",\N,"*","indicates required fields.",\N,"21","1317",\N
"29",\N,"BreastSpecimenPathologyAnnotation","1365",\N,"*","indicates required fields.",\N,"21","1317",\N
"30",\N,"AdditionalFinding","1400",\N,"*","indicates required fields.",\N,\N,\N,\N
"31",\N,"Details","1404",\N,"*","indicates required fields.",\N,\N,\N,\N
"32",\N,"GleasonScore","1408",\N,"*","indicates required fields.",\N,\N,\N,\N
"33",\N,"NottinghamHistologicScore","1414",\N,"*","indicates required fields.",\N,\N,\N,\N
"34",\N,"GeneralHealthDiagnosis","1421",\N,"*","indicates required fields.",\N,\N,\N,\N
"35",\N,"TreatmentOrder","1427",\N,"*","indicates required fields.",\N,\N,\N,\N
"36",\N,"RadiationTherapy","1434",\N,"*","indicates required fields.",\N,"6",\N,\N
"37",\N,"Chemotherapy","1432",\N,"*","indicates required fields.",\N,"7",\N,\N
"38",\N,"HistologicVariantType","1451",\N,"*","indicates required fields.",\N,\N,\N,\N
"39",\N,"HistologicType","1447",\N,"*","indicates required fields.",\N,\N,\N,\N
"40",\N,"Details","1458",\N,"*","indicates required fields.",\N,\N,\N,\N
"41",\N,"AdditionalFinding","1454",\N,"*","indicates required fields.",\N,\N,\N,\N
"42",\N,"BasePathologyAnnotation","1440",\N,"*","indicates required fields.",\N,\N,"1436",\N
"43",\N,"ImmunoPhenotyping","1584",\N,"*","indicates required fields.",\N,\N,\N,\N
"44",\N,"Cytogenetics","1589",\N,"*","indicates required fields.",\N,\N,\N,\N
"45",\N,"BaseHaematologyPathologyAnnotation","1577",\N,"*","indicates required fields.",\N,"42","1436",\N
"46",\N,"Invasion","1468",\N,"*","indicates required fields.",\N,\N,\N,\N
"47",\N,"TumorSize","1473",\N,"*","indicates required fields.",\N,\N,\N,\N
"48",\N,"HistologicGrade","1479",\N,"*","indicates required fields.",\N,\N,\N,\N
"49",\N,"RegionalLymphNode","1489",\N,"*","indicates required fields.",\N,\N,\N,\N
"50",\N,"MetastasisTissueSite","1501",\N,"*","indicates required fields.",\N,\N,\N,\N
"51",\N,"DistantMetastasis","1497",\N,"*","indicates required fields.",\N,\N,\N,\N
"52",\N,"PrimaryTumorStage","1505",\N,"*","indicates required fields.",\N,\N,\N,\N
"53",\N,"PathologicalStaging","1484",\N,"*","indicates required fields.",\N,\N,\N,\N
"54",\N,"TissueSide","1513",\N,"*","indicates required fields.",\N,\N,\N,\N
"55",\N,"TumorTissueSite","1508",\N,"*","indicates required fields.",\N,\N,\N,\N
"56",\N,"BaseSolidTissuePathologyAnnotation","1461",\N,"*","indicates required fields.",\N,"42","1436",\N
