"1","Metastatic"
"2","Malignant"
"3","Not Specified"
"4","Pre-Malignant"
"5","Non-Malignant, Diseased"
"6","Non-Malignant"
"7","Malignant, Pre-Invasive"
"8","Malignant, Invasive"
"9","Not Specified"
"10","Frozen Tissue"
"11","Microdissected"
"12","Fresh Tissue"
"13","Frozen Tissue Slide"
"14","Fixed Tissue Slide"
"15","Frozen Tissue Block"
"16","Fixed Tissue Block"
"17","Fixed Tissue"
"18","Sputum"
"19","Feces"
"20","Sweat"
"21","Synovial Fluid"
"22","Bile"
"23","Cerebrospinal Fluid"
"24","Amniotic Fluid"
"25","Serum"
"26","Urine"
"27","Bone Marrow Plasma"
"28","Not Specified"
"29","Gastric Fluid"
"30","Frozen Cell Block"
"31","Fixed Cell Block"
"32","Frozen Cell Pellet"
"33","Whole Genome Amplified DNA"
"34","Total Nucleic Acid"
"35","RNA, cytoplasmic"
"36","DNA"
"37","RNA"
"38","cDNA"
"39","protein"
"40","Not Specified"
"41","RNA, nuclear"
"42","RNA, poly-A enriched"
"43","Not Specified"
"44","Cryopreserved Cells"
"45","Slide"
"46","Whole Bone Marrow"
"47","Saliva"
"48","Plasma"
"49","Body Cavity Fluid"
"50","Milk"
"51","Pericardial Fluid"
"52","Lavage"
"53","Whole Blood"
"54","Vitreous Fluid"
"55","Collection Site"
"56","Not Specified"
"57","Repository"
"58","Laboratory"
"59","New York"
"60","North Dakota"
"61","Rhode Island"
"62","Arizona"
"63","Montana"
"64","New Hampshire"
"65","North Carolina"
"66","Illinois"
"67","Hawaii"
"68","Washington"
"69","Louisiana"
"70","Pennsylvania"
"71","Arkansas"
"72","Mississippi"
"73","Maine"
"74","New Mexico"
"75","Ohio"
"76","D.C."
"77","Georgia"
"78","Idaho"
"79","Nebraska"
"80","Minnesota"
"81","Oklahoma"
"82","West Virginia"
"83","Maryland"
"84","Kansas"
"85","New Jersey"
"86","Vermont"
"87","Connecticut"
"88","Other"
"89","Colorado"
"90","California"
"91","Florida"
"92","Virginia"
"93","Alaska"
"94","Wisconsin"
"95","Tennessee"
"96","Texas"
"97","Wyoming"
"98","Utah"
"99","Michigan"
"100","Nevada"
"101","Missouri"
"102","South Carolina"
"103","South Dakota"
"104","Massachusetts"
"105","Indiana"
"106","Iowa"
"107","Kentucky"
"108","Alabama"
"109","Delaware"
"110","Oregon"
"111","Malta"
"112","Lithuania"
"113","Djibouti"
"114","Georgia"
"115","Denmark"
"116","Niger"
"117","Zimbabwe"
"118","Brazil"
"119","United States"
"120","Canada"
"121","Honduras"
"122","Comoros"
"123","Falkland Islands"
"124","Equatorial Guinea"
"125","Slovenia"
"126","Madagascar"
"127","Italy"
"128","Cote D ivoire"
"129","Brunei Darussalam"
"130","Gambia"
"131","Sri Lanka"
"132","Oman"
"133","Iraq"
"134","China"
"135","Korea"
"136","French Polynesia"
"137","Spain"
"138","Panama"
"139","Poland"
"140","Benin"
"141","Morocco"
"142","Wallis And Futuna Islands"
"143","Guam"
"144","Ireland"
"145","Suriname"
"146","Faroe Islands"
"147","Monaco"
"148","Mauritius"
"149","Saint Vincent"
"150","Turkey"
"151","Samoa"
"152","Hong Kong"
"153","Iceland"
"154","Kenya"
"155","Rwanda"
"156","Armenia"
"157","Kiribati"
"158","Sudan"
"159","El Salvador"
"160","Bouvet Island"
"161","Netherlands"
"162","Afghanistan"
"163","Guatemala"
"164","Cook Islands"
"165","Macedonia"
"166","Cayman Islands"
"167","Bosnia and Herzegovina"
"168","Tajikistan"
"169","Guadeloupe"
"170","Costa Rica"
"171","Guinea"
"172","Niue"
"173","France"
"174","French Guiana"
"175","Aruba"
"176","Zaire"
"177","Jordan"
"178","Egypt"
"179","Pakistan"
"180","Venezuela"
"181","Saudi Arabia"
"182","Trinidad and Tobago"
"183","Qatar"
"184","Netherlands Antilles"
"185","Cambodia"
"186","Japan"
"187","Peru"
"188","Nigeria"
"189","Burkina Faso"
"190","Palau"
"191","Colombia"
"192","San Marino"
"193","Barbados"
"194","Singapore"
"195","Zambia"
"196","Switzerland"
"197","Gibraltar"
"198","Vietnam"
"199","Christmas Island"
"200","Reunion"
"201","Papua New Guinea"
"202","Saint Helena"
"203","Lebanon"
"204","Norfolk Island"
"205","Tuvalu"
"206","Tunisia"
"207","Kuwait"
"208","Iran"
"209","United Kingdom"
"210","Romania"
"211","Slovakia"
"212","Turks and Caicos Islands"
"213","Western Sahara"
"214","Haiti"
"215","Seychelles"
"216","Saint Lucia"
"217","Mauritania"
"218","Gabon"
"219","Macau"
"220","Somalia"
"221","American Samoa"
"222","Chile"
"223","Nauru"
"224","Guyana"
"225","Fiji"
"226","Congo"
"227","Croatia"
"228","Guinea-Bissau"
"229","Australia"
"230","Swaziland"
"231","Czech Republic"
"232","Cocos Islands"
"233","New Caledonia"
"234","Malawi"
"235","Dominica"
"236","Ethiopia"
"237","Belarus"
"238","Saint Pierre"
"239","Mozambique"
"240","Belgium"
"241","Liechtenstein"
"242","South Africa"
"243","Kyrgyzstan"
"244","Indonesia"
"245","Namibia"
"246","Mongolia"
"247","Tanzania"
"248","Philippines"
"249","Azerbaijan"
"250","Martinique"
"251","Paraguay"
"252","Latvia"
"253","Turkmenistan"
"254","Norway"
"255","Angola"
"256","Nepal"
"257","Mexico"
"258","Finland"
"259","Senegal"
"260","Bhutan"
"261","Cape Verde"
"262","Marshall Islands"
"263","Grenada"
"264","Russian Federation"
"265","Myanmar"
"266","Algeria"
"267","Kazakhstan"
"268","Pitcairn"
"269","Bolivia"
"270","Mali"
"271","Belize"
"272","Micronesia"
"273","Taiwan"
"274","Israel"
"275","East Timor"
"276","Moldova"
"277","Puerto Rico"
"278","Vanuatu"
"279","Austria"
"280","Togo"
"281","Bermuda"
"282","Dominican Republic"
"283","Bulgaria"
"284","Virgin Islands"
"285","Antarctica"
"286","Cyprus"
"287","Cameroon"
"288","Malaysia"
"289","Solomon Islands"
"290","Nicaragua"
"291","Sierra Leone"
"292","Lesotho"
"293","Andorra"
"294","Greece"
"295","Central African Republic"
"296","Jamaica"
"297","Sao Tome and Principe"
"298","Bahamas"
"299","Ghana"
"300","Bangladesh"
"301","French S. Territories"
"302","Bahrain"
"303","Uganda"
"304","Montserrat"
"305","Luxembourg"
"306","Botswana"
"307","New Zealand"
"308","Germany"
"309","Portugal"
"310","Saint Kitts and Nevis"
"311","Ecuador"
"312","Greenland"
"313","United Arab Emirates"
"314","Tonga"
"315","India"
"316","Albania"
"317","Anguilla"
"318","Liberia"
"319","Maldives"
"320","Sweden"
"321","Uruguay"
"322","Vatican City State"
"323","Antigua and Barbuda"
"324","Thailand"
"325","Estonia"
"326","Tokelau"
"327","Ukraine"
"328","Laos"
"329","Chad"
"330","Syrian Arab Republic"
"331","Burundi"
"332","Uzbekistan"
"333","Yemen"
"334","Argentina"
"335","Hungary"
"336","Yugoslavia"
"337","Eritrea"
"338","Mayotte"
"339","Not Specified"
"340","Left"
"341","Right"
"342","Not Applicable"
"343","Urachus"
"344","Trigone of bladder"
"345","Bladder neck"
"346","Overlapping lesion of bladder"
"347","Posterior wall of bladder"
"348","Ureteric orifice"
"349","Anterior wall of bladder"
"350","Dome of bladder"
"351","Bladder, NOS"
"352","Lateral wall of bladder"
"353","Urethra"
"354","Paraurethral gland"
"355","Overlapping lesion of urinary organs"
"356","Urinary system, NOS"
"357","Kidney, NOS"
"358","Renal pelvis"
"359","Ureter"
"360","Overlapping lesion of other and unspecified parts of mouth"
"361","Mouth, NOS"
"362","Cheek mucosa"
"363","Retromolar area"
"364","Vestibule of mouth"
"365","Anterior wall of nasopharynx"
"366","Overlapping lesion of nasopharynx"
"367","Lateral wall of nasopharynx"
"368","Ampulla of Vater"
"369","Gallbladder"
"370","Appendix"
"371","Overlapping lesion of colon"
"372","Transverse colon"
"373","Ascending colon"
"374","Splenic flexure of colon"
"375","Sigmoid colon"
"376","Cecum"
"377","Descending colon"
"378","Colon, NOS"
"379","Hepatic flexure of colon"
"380","Overlapping lesion of esophagus"
"381","Cervical esophagus"
"382","Thoracic esophagus"
"383","Upper third of esophagus"
"384","Abdominal esophagus"
"385","Lower third of esophagus"
"386","Middle third of esophagus"
"387","Esophagus, NOS"
"388","Rectum, NOS"
"389","Orbit, NOS"
"390","EYE AND ADNEXA"
"391","Lacrimal gland"
"392","Ciliary body"
"393","Cornea, NOS"
"394","Retina"
"395","Choroid"
"396","Overlapping lesion of eye and adnexa"
"397","Eye, NOS"
"398","Conjunctiva"
"399","Overlapping lesion of brain and central nervous system"
"400","Olfactory nerve"
"401","Optic nerve"
"402","Spinal cord"
"403","Cauda equina"
"404","Cranial nerve, NOS"
"405","Acoustic nerve"
"406","Nervous system, NOS"
"407","Temporal lobe"
"408","Overlapping lesion of brain"
"409","Frontal lobe"
"410","Ventricle, NOS"
"411","Cerebellum, NOS"
"412","Parietal lobe"
"413","Cerebrum"
"414","Occipital lobe"
"415","Brain stem"
"416","Brain, NOS"
"417","BLADDER"
"418","OTHER AND UNSPECIFIED URINARY ORGANS"
"419","KIDNEY"
"420","RENAL PELVIS"
"421","URETER"
"422","Intra-abdominal lymph nodes"
"423","Lymph nodes of multiple regions"
"424","Lymph node, NOS"
"425","Pelvic lymph nodes"
"426","Lymph nodes of inguinal region or leg"
"427","Intrathoracic lymph nodes"
"428","Lymph nodes of axilla or arm"
"429","Lymph nodes of head, face and neck"
"430","OTHER AND UNSPECIFIED PARTS OF MOUTH"
"431","NASOPHARYNX"
"432","FLOOR OF MOUTH"
"433","BASE OF TONGUE"
"434","PAROTID GLAND"
"435","LIP"
"436","OROPHARYNX"
"437","HYPOPHARYNX"
"438","OTHER AND UNSPECIFIED MAJOR SALIVARY GLANDS"
"439","PALATE"
"440","OTHER AND UNSPECIFIED PARTS OF TONGUE"
"441","GUM"
"442","PYRIFORM SINUS"
"443","TONSIL"
"444","OTHER AND ILL-DEFINED SITES IN LIP, ORAL CAVITY AND PHARYNX"
"445","Nipple"
"446","Upper-inner quadrant of breast"
"447","Lower-inner quadrant of breast"
"448","Overlapping lesion of breast"
"449","Breast, NOS"
"450","Lower-outer quadrant of breast"
"451","Axillary tail of breast"
"452","Central portion of breast"
"453","Upper-outer quadrant of breast"
"454","Connective, Subcutaneous and other Soft tissues of pelvis"
"455","Overlapping lesion of connective, subcutaneous and other soft tissues"
"456","Connective, Subcutaneous and other Soft tissues of head, face, and neck"
"457","Connective, Subcutaneous and other Soft tissues of abdomen"
"458","Connective, Subcutaneous and other Soft tissues of trunk, NOS"
"459","Connective, Subcutaneous and other Soft tissues of lower limb and hip"
