"2","otherLabTestName","","0","otherLabTestName","2","","1288","1"
"3","result","","0","result","4","","1287","1"
"4","resultUnits","","0","resultUnits","5","","1286","1"
"5","testDate","","0","testDate","3","","1285","1"
"7","otherRelation","","0","otherRelation","2","","1293","2"
"9","treatmentRegimen","","0","treatmentRegimen","1","","1229","3"
"10","startDate","","0","startDate","1","","1240","4"
"11","endDate","","0","endDate","2","","1239","4"
"12","durationInDays","","0","durationInDays","3","","1238","4"
"14","otherAgent","","0","otherAgent","2","","1269","5"
"15","dose","","0","dose","3","","1268","5"
"16","doseUnits","","0","doseUnits","4","","1267","5"
"17","Date Interval or Duration","","0","Date Interval or Duration","5","","1266","5"
"21","otherAgent","","0","otherAgent","2","","1234","8"
"22","yearsAgentFree","","0","yearsAgentFree","3","","1233","8"
"23","Date Interval or Duration","","0","Date Interval or Duration","4","","1232","8"
"24","packsPerDay","","0","packsPerDay","1","","1299","9"
"25","drinksPerWeek","","0","drinksPerWeek","1","","1243","10"
"27","otherProcedure","","0","otherProcedure","2","","1252","11"
"28","dateOfExamination","","0","dateOfExamination","3","","1251","11"
"30","otherClinicalDiagnosis","","0","otherClinicalDiagnosis","2","","1256","12"
"32","otherTissueSite","","0","otherTissueSite","2","","1281","13"
"33","otherHistologic Type","","0","otherHistologicType","1","","1338","17"
"35","Histologic Variant Type","","0","Histologic Variant Type","2","","1334","18"
"40","otherGradingSystemName","","0","otherGradingSystemName","2","","1347","20"
"41","grade","","0","grade","3","","1346","20"
"43","Histologic Type","","0","Histologic Type","2","","1330","21"
"44","Invasion","","0","Invasion","5","","1329","21"
"45","Histologic Grade","","0","Histologic Grade","4","","1328","21"
"50","depthOfInvasion(mm)","","0","depthOfInvasion","3","","1355","24"
"51","depthOfInvasionCannotBeDetermined","","0","depthOfInvasionCannotBeDetermined","2","","1354","24"
"55","proportionOrPercentOfProstaticTissueInvolvedByTumor","","0","proportionOrPercentOfProstaticTissueInvolvedByTumor","1","","1380","26"
"57","mitoticCountIfOtherGradingSystemUsed","","0","mitoticCountIfOtherGradingSystemUsed","1","","1368","29"
"59","labTestName","","0","","1","","1289","1"
"60","relation","","0","","1","","1294","2"
"61","lymphaticInvasion","","0","","3","","1343","19"
"62","venousInvasion","","0","","2","","1342","19"
"63","perineuralInvasion","","0","","1","","1341","19"
"64","gradingSystemName","","0","","1","","1348","20"
"65","Details","","0","","2","","1402","30"
"66","pathologicFinding","","0","","1","","1403","30"
"67","details","","0","","1","","1406","31"
"68","type","","0","","1","","1335","18"
"69","Additional Finding","","0","","3","","1399","21"
"70","comments","","0","","1","","1331","21"
"71","agent","","0","","1","","1270","5"
"72","intratumoralPeritumoralLymphocyticResponse","","0","","2","","1361","22"
"73","tumorBorderConfiguration","","0","","1","","1362","22"
"74","mitoticIndex","","0","","6","","1351","24"
"75","tumorRegression","","0","","5","","1352","24"
"76","tumorInfiltratingLymphocytes","","0","","4","","1353","24"
"77","ulceration","","0","","1","","1356","24"
"78","tertiaryPatternScore","","0","","3","","1410","32"
"79","secondaryPatternScore","","0","","2","","1411","32"
"80","primaryPatternScore","","0","","1","","1412","32"
"81","Gleason Score","","0","","2","","1407","26"
"82","totalNottinghamScore","","0","","4","","1416","33"
"83","mitoticCountScore","","0","","3","","1417","33"
"84","nuclearPleomorphismScore","","0","","2","","1418","33"
"85","tubuleFormationScore","","0","","1","","1419","33"
"86","Nottingham Histologic Score","","0","","2","","1413","29"
"87","ageAtDiagnosis","","0","","3","","1423","34"
"88","otherClinicalDiagnosis","","0","","2","","1424","34"
"89","clinicalDiagnosis","","0","","1","","1425","34"
"90","General Health Diagnosis","","0","","3","","1420","2"
"91","cycle","","0","","1","","1431","35"
"92","Radiation Therapy","","0","","3","","1429","35"
"93","Chemotherapy","","0","","2","","1430","35"
"94","Treatment Order","","0","","2","","1426","3"
"95","agent","","0","","1","","1235","8"
"96","nameOfProcedure","","0","","1","","1253","11"
"97","clinicalDiagnosis","","0","","1","","1257","12"
"98","tissueSite","","0","","1","","1282","13"
"99","otherHistologicType","","0","otherHistologicType","1","","1453","38"
"101","Histologic Variant Type","","0","Histologic Variant Type","2","","1449","39"
"102","detail","","0","detail","1","","1460","40"
"104","Details","","0","Details","2","","1456","41"
"106","otherSpecimenProcedure","","0","otherSpecimenProcedure","2","","1445","42"
"108","Histologic Type","","0","Histologic Type","3","","1443","42"
"109","Additional Finding","","0","Additional Finding","4","","1442","42"
"110","methodUsed","","0","methodUsed","2","","1588","43"
"111","result","","0","result","3","","1587","43"
"114","result","","0","result","2","","1591","44"
"116","otherBiopsyOrAspirateSite","","0","otherBiopsyOrAspirateSite","2","","1582","45"
"118","Immunophenotyping","","0","Immunophenotyping","5","","1580","45"
"119","Cytogenetics","","0","Cytogenetics","4","","1579","45"
"123","cannotBeDetermined","","0","CannotBeDetermined","4","","1478","47"
"124","additionalDimensionOne(cm)","","0","additionalDimensionOne(cm)","2","","1477","47"
"125","additionalDimensionTwo(cm)","","0","additionalDimensionTwo(cm)","3","","1476","47"
"126","greatestDimension(cm)","","0","greatestDimension(cm)","1","","1475","47"
"128","otherGradingSystemName","","0","otherGradingSystemName","2","","1482","48"
"129","grade","","0","grade","3","","1481","48"
"131","numberExamined","","0","numberExamined","2","","1495","49"
"132","numberInvolved","","0","numberInvolved","3","","1494","49"
"133","numberPositiveMacroscopically","","0","numberPositiveMacroscopically","4","","1493","49"
"134","numberPositiveMicroscopically","","0","numberPositiveMicroscopically","5","","1492","49"
"137","otherTissueSite","","0","otherTissueSite","2","","1503","50"
"139","Metastasis Tissue Site","","0","Metastasis Tissue Site","2","","1499","51"
"141","Regional Lymph Node","","0","Regional Lymph Node","2","","1488","53"
"142","Distant Metastasis","","0","Distant Metastasis","3","","1487","53"
"143","Primary Tumor Stage","","0","Primary Tumor Stage","1","","1486","53"
"146","otherSite","","0","otherSite","2","","1511","55"
"147","Tissue Side","","0","Tissue Side","3","","1510","55"
"148","Invasion","","0","Invasion","2","","1467","56"
"149","Tumor Size","","0","Tumor Size","5","","1466","56"
"150","Histologic Grade","","0","Histologic Grade","1","","1465","56"
"151","Pathologic Staging","","0","Pathologic Staging","3","","1464","56"
"152","Tumor Tissue Site","","0","Tumor Tissue Site","4","","1463","56"
"156","proportionOrPercentOfProstaticTissueInvolvedByTumor","","0","proportionOrPercentOfProstaticTissueInvolvedByTumor","1","","1550","58"
"159","GleasonScore","","0","GleasonScore","4","","1547","58"
"160","otherLocation","","0","involvedMarginLocation","2","","1666","59"
"164","Margin Location","","0","Margin Location","3","","1682","60"
"167","isFocal","","0","isFocal","2","","1688","62"
"168","Extraprostatic Extension Tissue Sites","","0","Extraprostatic Extension Tissue Sites","3","","1687","62"
"169","Radical Prostatectomy Margin","","0","Radical Prostatectomy Margin","2","","1679","63"
"170","Extraprostatic Extension","","0","Extraprostatic Extension","1","","1678","63"
"171","totalLinearCarcinomaInMillimeter","","0","totalLinearCarcinomaInMillimeter","1","","1658","64"
"172","coreLengthInMillimeter","","0","coreLengthInMillimeter","2","","1657","64"
"173","otherQuantitiation","","0","otherQuantitiation","3","","1656","64"
